ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
14427;20.1;-53.7;8.55;0.45;Negativno;Ne
14428;3.3;-54.7;3.86;0.08;Negativno;Ne
14429;0.8;-56.3;6.48;0.16;Negativno;Ne
14430;0.4;-41.7;4.39;0.58;Negativno;Ne
14431;3.9;-68.6;6.62;0.79;Negativno;Ne
14432;2.8;-70.3;8.85;1.17;Negativno;Ne
14433;5.6;-55.9;5.99;0.36;Negativno;Ne
14434;8.9;-44.1;5.22;0.46;Negativno;Ne
14435;5.1;-58.3;7.29;0.1;Negativno;Ne
14436;2.1;-56.8;8.93;0.43;Negativno;Ne
14437;8.9;-58.8;7.71;0.15;Negativno;Ne
14438;1.7;-70.3;8.66;0.43;Negativno;Ne
14439;7.2;-76.7;5.77;0.4;Negativno;Ne
14440;5.3;-57.3;7.84;2.25;Negativno;Ne
14441;15.8;-63.8;6.15;0.08;Negativno;Ne
14442;5.2;-64.6;4.35;1.49;Negativno;Ne
14443;3.6;-58.5;8.07;0.49;Negativno;Ne
14444;13.4;-46.6;4.84;0.68;Negativno;Ne
14445;16.2;-62.7;7.47;0.19;Negativno;Ne
14446;1.2;-57.7;4.37;0.67;Negativno;Ne
14447;7.3;-50.8;3.76;0.05;Negativno;Ne
14448;3.5;-61.9;8.9;1.02;Negativno;Ne
14449;1.8;-58.9;8.88;0.94;Negativno;Ne
14450;2.7;-59.4;7.77;0.11;Negativno;Ne
14451;0.3;-50.7;6.66;0.12;Negativno;Ne
14452;0.6;-42.1;6.19;0.66;Negativno;Ne
14453;6.4;-52.9;8.7;0.72;Negativno;Ne
14454;7.0;-63.4;8.19;0.17;Negativno;Ne
14455;4.9;-56.0;9.3;0.69;Negativno;Ne
14456;2.2;-61.8;3.38;0.48;Negativno;Ne
14457;2.4;-48.4;7.22;0.26;Negativno;Ne
14458;0.5;-60.8;7.34;0.26;Negativno;Ne
14459;0.9;-66.4;5.34;0.34;Negativno;Ne
14460;3.5;-50.7;9.29;0.43;Negativno;Ne
14461;9.7;-59.6;6.76;0.59;Negativno;Ne
14462;10.9;-71.8;6.91;0.09;Negativno;Ne
14463;2.1;-60.2;6.2;0.6;Negativno;Ne
14464;10.9;-60.6;7.49;0.46;Negativno;Ne
14465;2.3;-67.2;7.53;0.53;Negativno;Ne
14466;1.2;-62.0;5.81;1.13;Negativno;Ne
14467;4.7;-71.4;5.94;0.19;Negativno;Ne
14468;10.3;-63.7;5.75;1.82;Negativno;Ne
14469;3.5;-69.8;6.3;0.86;Negativno;Ne
14470;2.6;-59.7;8.08;0.01;Negativno;Ne
14471;0.4;-52.4;5.91;0.43;Negativno;Ne
14472;2.3;-49.8;6.76;0.03;Negativno;Ne
14473;1.4;-72.9;7.98;0.13;Negativno;Ne
14474;7.3;-66.0;6.04;1.01;Negativno;Ne
14475;21.8;-58.4;8.01;0.08;Negativno;Ne
14476;0.7;-72.1;7.33;0.62;Negativno;Ne
14477;7.4;-56.2;8.96;0.37;Negativno;Ne
14478;13.8;-61.8;6.69;0.04;Negativno;Ne
14479;9.6;-68.2;4.13;0.11;Negativno;Ne
14480;0.6;-52.6;5.99;0.67;Negativno;Ne
14481;4.8;-57.5;8.3;0.46;Negativno;Ne
14482;5.4;-52.1;6.76;0.51;Negativno;Ne
14483;19.8;-65.5;5.53;0.35;Negativno;Ne
14484;2.6;-64.2;8.31;0.08;Negativno;Ne
14485;16.4;-65.6;11.56;0.17;Negativno;Ne
14486;4.3;-56.0;10.97;0.13;Negativno;Ne
14487;0.9;-54.4;5.2;0.19;Negativno;Ne
14488;9.3;-66.5;5.56;0.68;Negativno;Ne
14489;0.0;-69.4;6.89;1.07;Negativno;Ne
14490;8.2;-59.9;5.77;0.48;Negativno;Ne
14491;17.2;-81.5;8.21;0.1;Negativno;Ne
14492;1.2;-65.3;6.67;0.43;Negativno;Ne
14493;0.1;-66.1;7.77;0.64;Negativno;Ne
14494;0.1;-61.0;3.34;0.06;Negativno;Ne
14495;4.2;-61.2;7.1;0.14;Negativno;Ne
14496;3.5;-68.0;5.73;0.12;Negativno;Ne
14497;5.0;-67.5;9.08;0.19;Negativno;Ne
14498;0.3;-70.0;11.01;0.95;Negativno;Ne
14499;0.1;-68.4;6.52;0.02;Negativno;Ne
14500;6.0;-48.5;8.71;0.25;Negativno;Ne
14501;1.3;-69.1;6.83;1.39;Negativno;Ne
14502;8.5;-73.5;9.23;0.19;Negativno;Ne
14503;0.3;-56.1;5.89;0.1;Negativno;Ne
14504;4.6;-67.2;4.62;0.46;Negativno;Ne
14505;0.4;-72.6;6.41;0.75;Negativno;Ne
14506;5.3;-69.8;6.95;0.36;Negativno;Ne
14507;0.5;-77.4;6.76;0.34;Negativno;Ne
14508;6.3;-59.1;5.7;0.71;Negativno;Ne
14509;0.7;-68.1;5.77;0.94;Negativno;Ne
14510;5.0;-58.6;8.99;0.02;Negativno;Ne
14511;16.7;-66.5;5.46;0.21;Negativno;Ne
14512;11.7;-71.0;8.07;0.16;Negativno;Ne
14513;2.2;-73.0;6.37;0.25;Negativno;Ne
14514;2.0;-48.3;9.89;0.2;Negativno;Ne
14515;1.1;-62.8;12.3;0.05;Negativno;Ne
14516;9.7;-73.7;7.45;0.27;Negativno;Ne
14517;3.3;-64.3;5.09;0.2;Negativno;Ne
14518;3.1;-52.5;7.73;0.46;Negativno;Ne
14519;8.5;-76.1;4.41;1.01;Negativno;Ne
14520;1.5;-47.0;8.66;0.84;Negativno;Ne
14521;7.8;-63.9;6.18;0.57;Negativno;Ne
14522;7.6;-62.3;7.25;0.74;Negativno;Ne
14523;1.5;-67.5;6.25;0.11;Negativno;Ne
14524;3.8;-35.6;3.5;0.13;Negativno;Ne
14525;6.3;-65.6;9.04;0.31;Negativno;Ne
14526;3.4;-59.1;6.66;0.04;Negativno;Ne
14527;1.1;-58.5;4.22;1.22;Negativno;Ne
14528;4.3;-58.8;7.67;0.76;Negativno;Ne
14529;5.5;-80.2;9.51;1.1;Negativno;Ne
14530;8.5;-51.0;9.5;0.82;Negativno;Ne
14531;3.8;-44.8;8.2;0.88;Negativno;Ne
14532;2.9;-51.9;6.28;0.15;Negativno;Ne
14533;1.9;-53.2;6.62;0.29;Negativno;Ne
14534;5.2;-57.7;5.79;0.36;Negativno;Ne
14535;0.4;-57.8;9.03;0.38;Negativno;Ne
14536;0.5;-61.8;5.38;0.52;Negativno;Ne
14537;6.3;-43.3;4.29;0.78;Negativno;Ne
14538;0.5;-74.6;10.55;0.21;Negativno;Ne
14539;4.1;-55.1;5.71;0.02;Negativno;Ne
14540;3.7;-57.1;7.15;0.04;Negativno;Ne
14541;4.4;-55.4;9.16;0.24;Negativno;Ne
14542;0.4;-69.3;6.56;0.56;Negativno;Ne
14543;11.4;-46.2;4.43;0.2;Negativno;Ne
14544;11.1;-53.2;7.19;0.2;Negativno;Ne
14545;0.9;-69.6;11.18;1.17;Negativno;Ne
14546;2.1;-71.2;8.8;0.61;Negativno;Ne
14547;15.2;-62.4;6.01;0.42;Negativno;Ne
14548;5.5;-59.3;9.2;0.05;Negativno;Ne
14549;3.7;-57.3;9.52;0.67;Negativno;Ne
14550;17.0;-48.6;6.13;1.51;Negativno;Ne
14551;11.2;-50.1;6.55;0.08;Negativno;Ne
14552;2.3;-60.5;4.29;0.12;Negativno;Ne
14553;0.6;-60.4;4.43;0.49;Negativno;Ne
14554;11.0;-49.5;7.01;0.49;Negativno;Ne
14555;4.2;-73.7;4.62;0.16;Negativno;Ne
14556;6.1;-74.2;9.11;0.93;Negativno;Ne
14557;0.8;-52.1;7.94;0.4;Negativno;Ne
14558;0.3;-42.8;9.29;0.54;Negativno;Ne
14559;5.5;-74.7;5.12;0.02;Negativno;Ne
14560;3.9;-47.1;10.4;0.48;Negativno;Ne
14561;0.1;-52.9;9.47;0.1;Negativno;Ne
14562;1.7;-76.7;7.87;1.08;Negativno;Ne
14563;7.1;-42.9;6.25;0.2;Negativno;Ne
14564;1.0;-63.6;5.38;0.53;Negativno;Ne
14565;5.8;-45.3;5.65;0.94;Negativno;Ne
14566;3.1;-49.5;7.95;0.47;Negativno;Ne
14567;3.8;-63.8;5.3;0.28;Negativno;Ne
14568;3.4;-60.8;8.04;0.23;Negativno;Ne
14569;3.2;-55.8;3.79;0.59;Negativno;Ne
14570;1.7;-82.2;6.85;0.66;Negativno;Ne
14571;0.3;-48.0;9.24;0.61;Negativno;Ne
14572;3.3;-59.7;8.28;0.7;Negativno;Ne
14573;0.6;-49.3;10.6;0.06;Negativno;Ne
14574;3.0;-50.0;5.74;0.04;Negativno;Ne
14575;6.4;-57.0;8.14;0.08;Negativno;Ne
14576;5.6;-44.1;5.01;4.1;Negativno;Ne
14577;16.0;-63.5;8.28;0.97;Negativno;Ne
14578;2.1;-78.8;5.09;0.02;Negativno;Ne
14579;7.8;-38.7;5.21;0.29;Negativno;Ne
14580;1.2;-51.6;5.51;0.68;Negativno;Ne
14581;1.6;-54.6;6.35;0.36;Negativno;Ne
14582;1.6;-52.8;5.12;0.58;Negativno;Ne
14583;9.0;-85.9;7.01;0.74;Negativno;Ne
14584;1.4;-39.2;5.12;0.94;Negativno;Ne
14585;4.0;-64.7;9.14;0.32;Negativno;Ne
14586;0.0;-43.5;3.86;0.84;Negativno;Ne
14587;2.2;-44.1;3.69;0.18;Negativno;Ne
14588;4.8;-74.7;9.27;0.44;Negativno;Ne
14589;1.9;-61.5;6.95;0.04;Negativno;Ne
14590;0.6;-65.0;4.71;0.61;Negativno;Ne
14591;32.6;-78.2;8.56;0.18;Negativno;Ne
14592;10.1;-75.0;7.5;0.8;Negativno;Ne
14593;1.7;-48.5;6.47;0.57;Negativno;Ne
14594;2.2;-49.6;8.32;1.45;Negativno;Ne
14595;0.2;-69.1;7.62;0.56;Negativno;Ne
14596;2.8;-64.5;6.96;0.87;Negativno;Ne
14597;1.8;-64.8;9.07;0.13;Negativno;Ne
14598;1.5;-59.0;8.11;1.6;Negativno;Ne
14599;3.6;-68.8;4.0;0.5;Negativno;Ne
14600;16.9;-49.6;7.46;0.83;Pozitivno;Ne
14601;11.8;-71.7;6.76;0.21;Negativno;Ne
14602;10.3;-65.8;6.6;0.11;Negativno;Ne
14603;5.6;-55.1;7.29;0.32;Negativno;Ne
14604;9.5;-51.9;8.5;0.16;Negativno;Ne
14605;3.9;-66.6;6.16;0.3;Negativno;Ne
14606;11.3;-49.9;8.02;0.25;Pozitivno;Ne
14607;1.3;-51.2;7.48;0.43;Negativno;Ne
14608;2.1;-45.9;10.0;0.3;Negativno;Ne
14609;8.2;-39.1;8.23;0.4;Negativno;Ne
14610;2.8;-48.9;8.65;0.3;Negativno;Ne
14611;5.0;-50.9;6.02;0.3;Negativno;Ne
14612;1.8;-54.1;4.51;0.11;Negativno;Ne
14613;0.6;-60.3;3.79;0.43;Negativno;Ne
14614;15.7;-61.6;9.78;1.36;Negativno;Ne
14615;5.5;-55.2;10.23;0.17;Negativno;Ne
14616;0.1;-73.4;5.95;1.03;Negativno;Ne
14617;4.2;-66.2;8.42;2.11;Negativno;Ne
14618;3.0;-57.3;4.74;0.04;Negativno;Ne
14619;2.9;-54.4;7.95;0.57;Negativno;Ne
14620;0.5;-52.0;6.45;0.22;Negativno;Ne
14621;6.3;-44.0;6.4;1.64;Negativno;Ne
14622;6.2;-59.6;6.66;0.26;Negativno;Ne
14623;1.4;-74.0;5.88;0.59;Negativno;Ne
14624;2.5;-73.4;7.7;0.37;Negativno;Ne
14625;4.4;-62.2;6.14;1.28;Negativno;Ne
14626;6.4;-57.8;5.93;0.37;Negativno;Ne
14627;0.2;-47.0;7.37;0.57;Negativno;Ne
14628;5.8;-73.7;7.42;1.22;Negativno;Ne
14629;0.2;-48.1;6.2;0.45;Negativno;Ne
14630;3.1;-47.4;5.45;0.29;Negativno;Ne
14631;4.7;-64.4;9.37;0.49;Negativno;Ne
14632;0.9;-75.1;10.0;0.59;Negativno;Ne
14633;9.7;-70.6;8.98;1.12;Negativno;Ne
14634;4.7;-58.3;6.9;0.25;Negativno;Ne
14635;8.2;-41.2;5.06;0.12;Negativno;Ne
14636;1.6;-68.6;7.91;1.04;Negativno;Ne
14637;2.1;-62.0;7.3;0.14;Negativno;Ne
14638;2.9;-51.6;10.49;0.46;Negativno;Ne
14639;10.7;-72.5;6.36;0.32;Negativno;Ne
14640;0.6;-45.0;4.42;0.27;Negativno;Ne
14641;5.8;-51.3;9.38;0.08;Negativno;Ne
14642;2.7;-39.6;7.28;0.81;Negativno;Ne
14643;9.2;-62.8;8.34;0.22;Negativno;Ne
14644;6.1;-88.1;6.42;0.43;Negativno;Ne
14645;13.9;-76.4;6.6;0.25;Negativno;Ne
14646;0.7;-61.1;5.93;0.27;Negativno;Ne
14647;0.1;-50.5;8.73;0.05;Negativno;Ne
14648;0.9;-72.2;3.84;0.18;Negativno;Ne
14649;4.6;-56.3;5.74;0.32;Negativno;Ne
14650;11.8;-64.5;8.29;0.4;Negativno;Ne
14651;2.4;-58.7;9.17;0.8;Negativno;Ne
14652;3.3;-48.5;7.39;0.08;Negativno;Ne
14653;0.6;-55.5;5.8;0.39;Negativno;Ne
14654;6.6;-59.2;7.18;0.02;Negativno;Ne
14655;3.0;-64.6;5.68;0.0;Negativno;Ne
14656;6.2;-62.8;3.26;0.1;Negativno;Ne
14657;0.3;-83.2;6.75;0.02;Negativno;Ne
14658;5.8;-64.1;6.78;0.59;Negativno;Ne
14659;10.1;-63.2;5.23;0.12;Negativno;Ne
14660;3.5;-58.8;6.21;0.08;Negativno;Ne
14661;1.3;-68.2;4.58;0.05;Negativno;Ne
14662;0.6;-68.1;6.49;0.55;Negativno;Ne
14663;2.5;-61.1;8.83;0.94;Negativno;Ne
14664;4.5;-58.9;11.62;0.44;Negativno;Ne
14665;1.5;-47.1;9.12;0.38;Negativno;Ne
14666;6.4;-72.8;6.81;0.03;Negativno;Ne
14667;6.3;-52.5;6.76;0.11;Negativno;Ne
14668;11.3;-63.4;8.89;0.65;Negativno;Ne
14669;2.5;-68.0;3.44;1.7;Negativno;Ne
14670;4.2;-56.1;8.19;0.03;Negativno;Ne
14671;1.1;-70.7;5.08;0.93;Negativno;Ne
14672;6.6;-49.9;5.17;0.74;Negativno;Ne
14673;0.2;-59.0;8.47;0.45;Negativno;Ne
14674;0.4;-39.5;5.56;0.11;Negativno;Ne
14675;11.0;-67.2;5.94;0.42;Negativno;Ne
14676;2.8;-79.9;2.18;1.89;Negativno;Ne
14677;4.4;-52.2;8.02;0.23;Negativno;Ne
14678;3.9;-67.3;12.9;0.02;Negativno;Ne
14679;0.7;-61.3;5.93;0.09;Negativno;Ne
14680;4.1;-56.7;10.93;0.18;Negativno;Ne
14681;20.6;-77.4;7.89;0.24;Negativno;Ne
14682;5.8;-46.8;7.16;0.81;Negativno;Ne
14683;2.4;-55.5;6.93;0.2;Negativno;Ne
14684;10.4;-68.3;5.97;0.44;Negativno;Ne
14685;2.5;-68.6;8.04;0.21;Negativno;Ne
14686;10.0;-53.8;6.87;0.63;Negativno;Ne
14687;0.5;-56.5;5.77;0.7;Negativno;Ne
14688;4.8;-62.5;8.0;1.24;Negativno;Ne
14689;2.4;-80.8;8.28;0.25;Negativno;Ne
14690;1.5;-40.1;5.33;0.91;Negativno;Ne
14691;10.5;-72.8;6.63;1.14;Negativno;Ne
14692;7.3;-64.6;10.49;0.08;Negativno;Ne
14693;7.3;-57.1;6.99;0.01;Negativno;Ne
14694;9.6;-40.7;5.47;0.74;Negativno;Ne
14695;1.0;-57.3;4.58;0.33;Negativno;Ne
14696;3.3;-51.1;9.84;0.06;Negativno;Ne
14697;11.6;-61.0;6.05;0.79;Negativno;Ne
14698;0.9;-53.0;3.47;0.05;Negativno;Ne
14699;0.4;-74.2;7.6;0.26;Negativno;Ne
14700;7.3;-69.4;7.82;0.28;Negativno;Ne
14701;2.4;-56.4;5.56;0.16;Negativno;Ne
14702;1.0;-58.7;8.51;0.52;Negativno;Ne
14703;5.4;-46.1;4.13;0.01;Negativno;Ne
14704;4.5;-58.4;4.47;1.21;Negativno;Ne
14705;4.4;-58.1;4.2;0.02;Negativno;Ne
14706;10.6;-55.2;6.59;0.29;Negativno;Ne
14707;0.1;-87.3;8.08;0.64;Negativno;Ne
14708;4.6;-71.7;9.51;1.78;Pozitivno;Ne
14709;0.2;-47.8;6.18;0.02;Negativno;Ne
14710;7.3;-60.2;10.68;0.4;Pozitivno;Ne
14711;11.7;-61.0;5.18;0.02;Negativno;Ne
14712;3.7;-64.2;5.25;0.06;Negativno;Ne
14713;3.7;-58.4;6.65;0.67;Negativno;Ne
14714;0.4;-52.0;7.45;0.06;Negativno;Ne
14715;4.7;-72.7;8.64;0.69;Negativno;Ne
14716;3.2;-46.4;5.48;0.67;Negativno;Ne
14717;1.5;-57.0;7.93;2.9;Negativno;Ne
14718;17.1;-49.4;6.59;0.42;Negativno;Ne
14719;0.6;-66.9;10.64;0.29;Negativno;Ne
14720;0.8;-52.9;8.64;0.31;Negativno;Ne
14721;1.1;-50.2;5.33;0.27;Negativno;Ne
14722;0.6;-58.4;7.94;1.43;Negativno;Ne
14723;1.1;-71.1;4.41;0.22;Negativno;Ne
14724;3.0;-60.7;6.45;0.5;Negativno;Ne
14725;7.4;-65.3;7.24;1.13;Negativno;Ne
14726;1.5;-65.4;10.43;0.3;Negativno;Ne
14727;4.8;-70.1;5.4;0.61;Negativno;Ne
14728;5.5;-53.7;6.5;0.0;Negativno;Ne
14729;2.6;-58.8;7.06;1.19;Negativno;Ne
14730;13.7;-43.9;8.41;0.12;Negativno;Ne
14731;0.1;-70.5;8.68;0.2;Negativno;Ne
14732;4.4;-66.3;7.86;0.02;Negativno;Ne
14733;7.0;-53.8;9.83;0.18;Negativno;Ne
14734;1.3;-69.5;5.14;0.12;Negativno;Ne
14735;0.8;-54.1;7.2;1.23;Negativno;Ne
14736;0.8;-51.6;7.06;1.07;Negativno;Ne
14737;8.7;-57.3;8.21;0.89;Negativno;Ne
14738;6.3;-47.2;7.0;0.35;Negativno;Ne
14739;7.7;-60.8;6.74;0.05;Negativno;Ne
14740;2.2;-61.2;5.11;0.0;Negativno;Ne
14741;2.1;-84.9;6.01;1.2;Negativno;Ne
14742;4.5;-68.4;7.9;1.88;Negativno;Ne
14743;3.9;-56.8;3.45;1.29;Negativno;Ne
14744;5.9;-57.7;11.28;0.11;Pozitivno;Ne
14745;23.6;-58.7;5.5;0.19;Negativno;Ne
14746;1.5;-69.3;8.15;0.27;Negativno;Ne
14747;4.5;-47.7;8.59;0.1;Negativno;Ne
14748;12.0;-56.0;8.19;0.98;Negativno;Ne
14749;9.4;-63.4;6.28;0.18;Negativno;Ne
14750;3.3;-58.1;8.11;0.05;Negativno;Ne
14751;2.9;-60.0;6.32;0.49;Negativno;Ne
14752;6.7;-81.4;9.43;0.24;Negativno;Ne
14753;2.0;-78.9;7.22;0.1;Negativno;Ne
14754;6.0;-90.6;2.25;0.15;Negativno;Ne
14755;5.9;-60.5;3.13;0.23;Negativno;Ne
14756;0.9;-63.0;4.04;0.32;Negativno;Ne
14757;7.7;-69.9;5.24;1.4;Negativno;Ne
14758;7.7;-69.7;9.32;0.17;Negativno;Ne
14759;7.8;-57.0;6.14;0.12;Negativno;Ne
14760;0.1;-45.3;6.57;0.12;Negativno;Ne
14761;0.9;-37.6;6.3;0.27;Negativno;Ne
14762;0.2;-53.2;6.33;0.11;Negativno;Ne
14763;3.9;-52.5;7.62;0.02;Negativno;Ne
14764;4.1;-69.4;10.73;0.02;Negativno;Ne
14765;9.7;-58.9;7.76;0.5;Negativno;Ne
14766;5.4;-70.1;7.14;0.14;Negativno;Ne
14767;10.5;-62.8;8.14;0.31;Negativno;Ne
14768;3.2;-51.3;5.56;0.4;Negativno;Ne
14769;4.6;-64.4;7.6;0.22;Negativno;Ne
14770;8.3;-54.6;5.0;1.3;Negativno;Ne
14771;3.1;-57.7;7.93;0.19;Negativno;Ne
14772;2.0;-73.8;8.87;0.3;Negativno;Ne
14773;1.9;-61.4;7.27;0.2;Negativno;Ne
14774;0.7;-66.6;7.89;0.66;Negativno;Ne
14775;11.6;-58.3;9.8;0.57;Negativno;Ne
14776;2.4;-35.0;6.42;0.49;Negativno;Ne
14777;0.5;-66.6;10.68;0.0;Negativno;Ne
14778;1.3;-62.7;7.33;0.3;Negativno;Ne
14779;2.9;-60.3;8.39;0.4;Negativno;Ne
14780;10.9;-58.6;7.97;0.23;Negativno;Ne
14781;9.1;-50.8;3.99;0.27;Negativno;Ne
14782;1.7;-60.0;9.86;0.08;Negativno;Ne
14783;4.4;-43.8;6.43;0.32;Negativno;Ne
14784;11.1;-58.7;8.86;0.54;Negativno;Ne
14785;3.0;-73.3;6.44;0.13;Pozitivno;Ne
14786;6.5;-57.1;9.77;0.47;Negativno;Ne
14787;2.5;-67.8;5.17;0.14;Negativno;Ne
14788;2.1;-45.3;10.4;0.04;Negativno;Ne
14789;6.8;-50.5;7.05;0.04;Negativno;Ne
14790;0.2;-57.9;3.02;0.71;Negativno;Ne
14791;0.2;-61.7;8.75;0.64;Negativno;Ne
14792;2.3;-46.5;1.87;0.49;Negativno;Ne
14793;21.5;-60.7;5.1;0.17;Negativno;Ne
14794;3.6;-59.3;3.96;0.05;Negativno;Ne
14795;7.2;-55.3;2.84;0.13;Negativno;Ne
14796;8.1;-65.1;8.37;0.92;Negativno;Ne
14797;13.3;-56.8;4.6;0.48;Negativno;Ne
14798;3.7;-75.4;7.94;1.07;Negativno;Ne
14799;3.8;-50.3;8.22;0.57;Negativno;Ne
14800;15.6;-59.8;7.96;0.62;Negativno;Ne
14801;1.0;-53.3;6.6;0.01;Negativno;Ne
14802;0.7;-53.2;8.68;0.37;Negativno;Ne
14803;7.3;-49.4;5.35;0.04;Negativno;Ne
14804;5.0;-64.4;9.39;0.05;Negativno;Ne
14805;4.3;-43.7;6.47;0.18;Negativno;Ne
14806;4.3;-35.6;5.06;0.05;Negativno;Ne
14807;4.7;-57.8;3.12;0.62;Negativno;Ne
14808;2.9;-89.7;7.27;0.52;Negativno;Ne
14809;3.5;-80.5;8.41;0.52;Negativno;Ne
14810;3.0;-65.8;11.58;0.41;Negativno;Ne
14811;3.3;-55.5;4.63;1.48;Negativno;Ne
14812;15.7;-77.3;7.71;0.13;Negativno;Ne
14813;4.7;-55.4;5.62;1.52;Negativno;Ne
14814;6.8;-49.6;5.05;0.84;Negativno;Ne
14815;1.1;-56.7;6.96;0.81;Negativno;Ne
14816;9.0;-52.6;4.26;0.52;Negativno;Ne
14817;7.7;-56.2;8.68;0.37;Negativno;Ne
14818;0.5;-62.3;8.78;0.12;Negativno;Ne
14819;0.3;-28.8;8.97;0.19;Negativno;Ne
14820;3.9;-55.1;5.9;0.22;Negativno;Ne
14821;0.1;-68.8;5.74;0.77;Negativno;Ne
14822;6.6;-63.4;2.97;0.42;Negativno;Ne
14823;0.1;-40.1;7.83;0.37;Negativno;Ne
14824;21.1;-62.5;7.53;0.04;Negativno;Ne
14825;0.4;-63.9;7.69;0.27;Negativno;Ne
14826;0.5;-61.0;8.41;0.08;Negativno;Ne
14827;0.2;-56.0;7.81;0.15;Negativno;Ne
14828;2.1;-58.1;7.92;1.78;Negativno;Ne
14829;0.5;-73.4;8.94;0.42;Negativno;Ne
14830;4.0;-58.5;6.09;0.74;Negativno;Ne
14831;5.8;-52.4;7.85;0.04;Negativno;Ne
14832;6.6;-79.3;6.23;0.19;Negativno;Ne
14833;13.3;-47.8;7.14;0.44;Negativno;Ne
14834;3.1;-70.9;8.19;1.39;Negativno;Ne
14835;5.5;-68.6;7.78;0.34;Negativno;Ne
14836;17.3;-59.1;6.94;0.36;Negativno;Ne
14837;5.0;-44.7;7.68;0.13;Negativno;Ne
14838;1.2;-63.6;7.41;0.12;Negativno;Ne
14839;11.7;-63.4;8.59;0.99;Negativno;Ne
14840;0.1;-66.6;3.39;0.15;Negativno;Ne
14841;3.2;-52.7;8.98;0.29;Negativno;Ne
14842;2.4;-52.2;6.81;0.81;Negativno;Ne
14843;17.6;-69.8;5.84;2.11;Negativno;Ne
14844;2.5;-47.3;8.79;0.09;Negativno;Ne
14845;19.2;-65.3;4.79;0.68;Negativno;Ne
14846;6.0;-62.8;6.0;0.02;Negativno;Ne
14847;0.5;-47.8;11.88;0.94;Negativno;Ne
14848;0.5;-61.7;5.68;0.03;Negativno;Ne
14849;2.2;-58.2;4.75;0.7;Negativno;Ne
14850;1.2;-64.8;7.25;0.43;Negativno;Ne
14851;2.9;-66.1;9.66;0.5;Negativno;Ne
14852;1.9;-66.0;8.17;0.31;Negativno;Ne
14853;3.9;-54.8;9.31;0.27;Negativno;Ne
14854;12.0;-74.5;5.73;0.67;Negativno;Ne
14855;4.1;-65.4;8.81;0.06;Negativno;Ne
14856;4.1;-38.1;8.4;0.68;Negativno;Ne
14857;1.4;-66.7;8.03;0.69;Negativno;Ne
14858;1.5;-62.4;6.03;0.41;Negativno;Ne
14859;9.2;-50.0;6.36;0.61;Negativno;Ne
14860;1.1;-59.9;5.0;0.58;Negativno;Ne
14861;11.5;-63.0;7.27;0.12;Negativno;Ne
14862;1.6;-48.5;9.21;0.13;Negativno;Ne
14863;2.8;-63.8;8.91;0.2;Negativno;Ne
14864;4.7;-42.4;8.04;2.49;Negativno;Ne
14865;0.7;-59.4;7.77;0.43;Negativno;Ne
14866;4.7;-67.4;6.63;1.15;Negativno;Ne
14867;1.0;-72.8;7.19;0.06;Negativno;Ne
14868;2.1;-64.4;7.7;0.26;Negativno;Ne
14869;4.8;-47.3;7.96;0.98;Negativno;Ne
14870;9.8;-59.0;5.36;0.36;Negativno;Ne
14871;0.3;-63.1;4.87;0.39;Negativno;Ne
14872;0.7;-62.0;6.62;0.16;Negativno;Ne
14873;11.1;-38.5;6.97;0.18;Negativno;Ne
14874;2.9;-55.6;5.58;0.82;Negativno;Ne
14875;0.3;-53.0;5.21;0.13;Negativno;Ne
14876;4.0;-71.4;7.1;1.0;Negativno;Ne
14877;9.5;-55.9;9.17;0.37;Negativno;Ne
14878;1.6;-66.5;6.71;0.32;Negativno;Ne
14879;4.7;-43.7;9.37;0.09;Negativno;Ne
14880;2.0;-61.7;8.14;0.37;Negativno;Ne
14881;6.3;-64.2;9.13;1.94;Negativno;Ne
14882;8.5;-75.1;10.36;0.17;Negativno;Ne
14883;0.2;-67.6;7.42;0.78;Negativno;Ne
14884;2.0;-70.2;4.91;2.24;Negativno;Ne
14885;7.7;-55.8;5.24;0.25;Negativno;Ne
14886;12.0;-56.9;4.95;0.34;Negativno;Ne
14887;2.5;-48.3;10.34;0.32;Negativno;Ne
14888;14.1;-73.0;3.27;0.08;Negativno;Ne
14889;1.9;-63.0;7.97;0.33;Negativno;Ne
14890;3.9;-61.4;8.15;0.12;Pozitivno;Ne
14891;5.9;-59.2;7.56;0.2;Negativno;Ne
14892;2.8;-61.2;7.44;0.22;Negativno;Ne
14893;0.4;-63.6;4.28;0.47;Negativno;Ne
14894;7.0;-74.0;9.99;0.29;Negativno;Ne
14895;11.4;-54.5;7.05;0.65;Negativno;Ne
14896;0.5;-58.5;6.74;0.18;Negativno;Ne
14897;0.7;-63.2;5.24;0.88;Negativno;Ne
14898;0.1;-66.6;7.66;0.37;Negativno;Ne
14899;2.5;-64.8;9.08;0.35;Negativno;Ne
14900;1.6;-46.0;6.5;1.17;Negativno;Ne
14901;4.6;-68.9;4.33;0.17;Negativno;Ne
14902;6.1;-55.0;4.23;0.17;Negativno;Ne
14903;2.1;-73.0;7.23;1.45;Negativno;Ne
14904;11.7;-44.2;5.13;0.3;Negativno;Ne
14905;14.3;-47.0;9.28;0.01;Negativno;Ne
